nct_id,overall_count,female,male,<=18years,18-65years,>=65years,mean_age,age_number_analyzed
NCT00055471,32,0.0,32.0,,,,67.4,33.5
NCT00055497,518,274.0,244.0,2.0,498.0,18.0,,
NCT00055601,186,30.0,156.0,,,,66.0,22.333333333333332
NCT00055692,46,8.0,38.0,,,,58.0,21.0
NCT00056160,706,286.0,420.0,0.0,394.0,312.0,62.9,22.333333333333332
NCT00056316,148,148.0,0.0,0.0,98.0,50.0,60.800000000000004,22.333333333333332
NCT00056407,16462,0.0,16462.0,,,,62.76666666666667,22.333333333333332
NCT00056472,518,332.0,186.0,2.0,300.0,216.0,,
NCT00056498,130,42.0,88.0,0.0,130.0,0.0,46.166666666666664,22.333333333333332
NCT00056550,14,12.0,2.0,0.0,13.0,1.0,36.7,21.0
NCT00056563,510,94.0,416.0,0.0,374.0,136.0,62.333333333333336,22.333333333333332
NCT00056862,114,58.0,56.0,,,,47.666666666666664,22.333333333333332
NCT00057330,16646,16646.0,0.0,,,,22.3,230.5
NCT00057551,982,544.0,438.0,,,,45.2,33.5
NCT00057577,904,532.0,372.0,0.0,856.0,48.0,43.166666666666664,22.333333333333332
NCT00057681,758,350.0,408.0,758.0,0.0,0.0,10.2375,33.5
NCT00057746,528,236.0,292.0,,,,61.75,33.5
NCT00057785,68,17.0,51.0,,,,48.5,230.0
NCT00057811,194,38.0,156.0,186.0,8.0,0.0,3853.5,22.333333333333332
NCT00057837,264,116.0,148.0,,,,62.333333333333336,22.333333333333332
NCT00057863,32,32.0,0.0,,,,56.0,21.0
NCT00057876,142,68.0,74.0,,,,66.16666666666667,22.333333333333332
NCT00057941,282,282.0,0.0,,,,60.0,22.333333333333332
NCT00057954,6,2.0,4.0,,,,47.0,21.0
NCT00058019,102,34.0,68.0,,,,67.66666666666667,22.333333333333332
NCT00058058,969,969.0,0.0,,,,53.3,21.0
NCT00058123,45,23.0,22.0,,,,,
NCT00058214,25,0.0,25.0,,,,67.0,21.0
NCT00058240,104,28.0,76.0,,,,57.7,55.0
NCT00058370,6,3.0,3.0,,,,6.0,21.0
NCT00058422,65,42.0,23.0,,,,75.0,21.0
NCT00058539,41,0.0,41.0,,,,67.7,21.0
NCT00058552,246,246.0,0.0,,,,57.300000000000004,22.333333333333332
NCT00058825,27,8.0,19.0,,,,15.0,21.0
NCT00059202,300,128.0,172.0,,,,46.6,22.333333333333332
NCT00059215,1808,416.0,1392.0,,,,59.220000000000006,55.0
NCT00059228,24,24.0,0.0,0.0,24.0,0.0,,
NCT00059332,3400,1450.0,1950.0,,,,69.0,22.333333333333332
NCT00059475,276,108.0,168.0,2.0,252.0,22.0,47.55,34.0
NCT00059787,56,56.0,0.0,,,,55.5,21.0
NCT00059839,258,102.0,156.0,248.0,10.0,0.0,,
NCT00060008,18,9.0,9.0,,,,,
NCT00060333,20,10.0,10.0,,,,68.0,21.0
NCT00060346,16,6.0,10.0,,,,59.5,21.0
NCT00060424,21,5.0,16.0,0.0,20.0,1.0,,
NCT00060528,32,0.0,32.0,0.0,16.0,16.0,64.1,21.0
NCT00060606,366,366.0,0.0,,,,28.933333333333334,22.333333333333332
NCT00060840,300,42.0,258.0,0.0,300.0,0.0,55.800000000000004,22.333333333333332
NCT00060944,540,340.0,200.0,,,,53.1,22.333333333333332
NCT00061048,29,19.0,10.0,0.0,25.0,4.0,52.54,21.0
NCT00061373,36,18.0,18.0,0.0,14.0,22.0,65.66666666666667,22.333333333333332
NCT00061568,260,102.0,158.0,32.0,228.0,0.0,,
NCT00061633,334,134.0,200.0,0.0,316.0,18.0,44.43333333333334,22.333333333333332
NCT00061893,38,15.0,23.0,,,,12.97,21.0
NCT00061932,82,28.0,54.0,,,,56.5,22.333333333333332
NCT00061945,600,256.0,344.0,,,,47.199999999999996,230.33333333333334
NCT00062010,34,12.0,22.0,0.0,26.0,8.0,60.0,21.0
NCT00062166,340,168.0,172.0,0.0,327.0,13.0,43.0,21.0
NCT00062374,55,23.0,32.0,0.0,35.0,20.0,,
NCT00062439,44,12.0,32.0,,,,59.0,21.0
NCT00062647,116,50.0,66.0,0.0,72.0,44.0,60.0,22.333333333333332
NCT00062738,104,50.0,54.0,0.0,62.0,42.0,62.325,33.5
NCT00062751,216,,,,,,61.59,47.333333333333336
NCT00062764,18,11.0,7.0,,,,46.0,21.0
NCT00062868,148,54.0,94.0,,,,35.473684210526315,35.21052631578947
NCT00063154,43,17.0,26.0,,,,62.5,21.0
NCT00063232,26,13.0,13.0,,,,44.0,21.0
NCT00063258,10,,,,,,64.0,22.5
NCT00063362,98,54.0,44.0,,,,38.86666666666667,22.333333333333332
NCT00063570,146,146.0,0.0,,,,52.03333333333333,22.333333333333332
NCT00063622,494,294.0,200.0,,,,46.325,33.5
NCT00063635,346,66.0,280.0,,,,13.125,33.5
NCT00063882,1158,0.0,1158.0,,,,,
NCT00063934,31,31.0,0.0,,,,49.0,21.0
NCT00063986,104,21.0,83.0,,,,65.0,21.0
NCT00063999,2624,2624.0,0.0,,,,,
NCT00064025,68,68.0,0.0,,,,,
NCT00064038,384,168.0,216.0,,,,64.2,22.333333333333332
NCT00064077,868,868.0,0.0,,,,48.0,55.0
NCT00064259,15,6.0,9.0,,,,55.0,21.0
NCT00064298,268,42.0,226.0,0.0,194.0,74.0,58.333333333333336,22.333333333333332
NCT00064337,93,35.0,58.0,,,,65.0,21.0
NCT00064350,598,,,,,,65.125,33.5
NCT00064662,1310,1310.0,0.0,0.0,1148.0,162.0,51.9,22.333333333333332
NCT00064701,1276,468.0,808.0,,,,48.03,33.5
NCT00064753,8220,3056.0,5164.0,,,,52.0,22.333333333333332
NCT00064792,46,18.0,28.0,46.0,0.0,0.0,8.175694444333333,22.333333333333332
NCT00064844,192,54.0,138.0,,,,44.93333333333334,22.333333333333332
NCT00064987,32,0.0,32.0,0.0,32.0,0.0,,
NCT00065065,210,82.0,128.0,,,,43.666666666666664,230.33333333333334
NCT00065156,148,97.0,51.0,,,,70.0,21.0
NCT00065182,798,282.0,516.0,,,,,
NCT00065260,108,48.0,60.0,24.0,72.0,12.0,,
NCT00065429,128,46.0,82.0,,,,60.08375,37.0
NCT00065442,1024,0.0,1024.0,,,,70.66666666666667,22.333333333333332
NCT00065468,1252,388.0,864.0,,,,59.075,33.5
NCT00065507,382,98.0,284.0,,,,52.0,22.333333333333332
NCT00065611,14,8.0,6.0,,,,34.333333333333336,22.333333333333332
NCT00065806,442,368.0,74.0,348.0,94.0,0.0,15.733333333333334,22.333333333333332
NCT00066066,292,128.0,164.0,0.0,264.0,28.0,49.525,33.5
NCT00066170,444,230.0,214.0,,,,38.5,55.0
NCT00066222,71,34.0,37.0,,,,71.0,21.0
NCT00066365,98,40.0,58.0,78.0,20.0,0.0,16.333333333333332,22.333333333333332
NCT00066469,55,22.0,33.0,54.0,1.0,0.0,,
NCT00066573,15152,15152.0,0.0,,,,64.10000000000001,22.333333333333332
NCT00066677,64,36.0,28.0,0.0,34.0,30.0,,
NCT00066690,6094,,,,,,43.0,33.5
NCT00066703,5320,5320.0,0.0,,,,43.333333333333336,22.333333333333332
NCT00066729,9,9.0,0.0,0.0,7.0,2.0,,
NCT00066742,68,38.0,30.0,,,,63.0,21.0
NCT00066781,62,28.0,34.0,,,,61.666666666666664,22.333333333333332
NCT00066807,58,58.0,0.0,,,,45.0,230.5
NCT00066937,280,210.0,70.0,,,,36.2,55.0
NCT00066963,752,396.0,356.0,752.0,0.0,0.0,1.8,33.5
NCT00067002,210,60.0,150.0,,,,43.0,22.333333333333332
NCT00067028,232,126.0,106.0,0.0,200.0,32.0,54.25,33.5
NCT00067236,506,132.0,374.0,,,,59.800000000000004,22.333333333333332
NCT00067470,78,52.0,26.0,,,,12.199999999999998,22.333333333333332
NCT00067808,248,80.0,168.0,0.0,118.0,130.0,65.25,33.5
NCT00067990,306,118.0,188.0,,,,48.699999999999996,22.333333333333332
NCT00068107,13,0.0,13.0,0.0,13.0,0.0,41.0,21.0
NCT00068237,44,8.0,36.0,,,,56.5,230.0
NCT00068250,118,60.0,58.0,,,,58.25,33.5
NCT00068341,148,148.0,0.0,0.0,148.0,0.0,,
NCT00068367,20,8.0,12.0,,,,45.3,21.0
NCT00068380,17,5.0,12.0,,,,60.0,21.0
NCT00068393,38,8.0,30.0,,,,59.0,21.0
NCT00068406,58,58.0,0.0,,,,,
NCT00068419,70,35.0,35.0,62.0,8.0,0.0,,
NCT00068445,250,148.0,102.0,,,,60.666666666666664,230.33333333333334
NCT00068575,28,8.0,20.0,,,,60.5,21.0
NCT00068588,48,,,,,,56.0,37.666666666666664
NCT00068601,436,436.0,0.0,,,,38.0,22.333333333333332
NCT00068692,358,120.0,238.0,,,,57.25,33.5
NCT00068718,35,15.0,20.0,0.0,28.0,7.0,59.2,21.0
NCT00068770,70,30.0,40.0,,,,57.0,230.33333333333334
NCT00068822,262,198.0,64.0,,,,73.84666666666668,22.333333333333332
NCT00069095,4068,1654.0,2414.0,,,,59.699999999999996,41.42857142857143
NCT00069108,1254,484.0,770.0,,,,60.20000000000001,22.333333333333332
NCT00069121,3772,1746.0,2026.0,,,,60.166666666666664,22.333333333333332
NCT00069160,96,76.0,20.0,0.0,78.0,18.0,53.300000000000004,230.33333333333334
NCT00069238,31,16.0,15.0,1.0,27.0,3.0,49.52,21.0
NCT00069264,32,21.0,11.0,,,,57.4,21.0
NCT00069277,21,8.0,13.0,,,,,
NCT00069329,43,25.0,18.0,36.0,7.0,0.0,,
NCT00069576,1916,1916.0,0.0,,,,29.066666666666666,22.333333333333332
NCT00069641,192,0.0,192.0,,,,14.22,33.5
NCT00069784,25074,,,,,,63.5,22.333333333333332
NCT00069823,804,546.0,258.0,,,,42.0,22.333333333333332
NCT00069953,41,7.0,34.0,,,,59.0,21.0
NCT00070018,46,16.0,30.0,,,,61.2,21.0
NCT00070070,12,2.0,10.0,0.0,2.0,10.0,,
NCT00070109,100,38.0,62.0,,,,16.0,47.333333333333336
NCT00070135,114,43.0,71.0,,,,65.0,21.0
NCT00070291,4,1.0,3.0,,,,62.0,21.0
NCT00070317,89,89.0,0.0,,,,,
NCT00070499,782,302.0,480.0,,,,49.8,55.0
NCT00070564,6476,6430.0,46.0,,,,51.785714285714285,925.1428571428571
NCT00070707,374,264.0,110.0,,,,32.6,22.333333333333332
NCT00070941,58,28.0,30.0,0.0,18.0,40.0,,
NCT00071006,12,5.0,7.0,,,,77.42,230.0
NCT00071032,4032,3054.0,978.0,,,,81.63333333333333,22.333333333333332
NCT00071058,50,37.0,13.0,0.0,49.0,1.0,45.56,21.0
NCT00071110,114,78.0,36.0,0.0,106.0,8.0,47.45666666666667,22.333333333333332
NCT00071396,44,9.0,35.0,,,,59.0,21.0
NCT00071487,898,838.0,60.0,,,,42.160000000000004,55.0
NCT00071513,994,628.0,366.0,994.0,0.0,0.0,13.573333333333332,22.333333333333332
NCT00071721,626,368.0,258.0,,,,75.73333333333333,22.333333333333332
NCT00071760,108,62.0,46.0,,,,8.433333333333334,22.333333333333332
NCT00071799,716,214.0,502.0,,,,68.60000000000001,22.333333333333332
NCT00071812,566,452.0,114.0,,,,50.38,55.0
NCT00071890,296,56.0,240.0,0.0,294.0,2.0,43.0,22.333333333333332
NCT00071981,296,120.0,176.0,,,,66.0,55.0
NCT00072176,120,120.0,0.0,,,,63.0,22.333333333333332
NCT00072189,17,11.0,6.0,,,,53.0,21.0
NCT00072280,14,8.0,6.0,14.0,0.0,0.0,,
NCT00072293,1862,1862.0,0.0,,,,53.666666666666664,22.333333333333332
NCT00072358,291,112.0,179.0,,,,4.0,21.0
NCT00072384,30,16.0,14.0,,,,7.5,21.0
NCT00072410,14,14.0,0.0,0.0,8.0,6.0,,
NCT00072449,12,5.0,7.0,,,,64.0,21.0
NCT00072462,5960,5960.0,0.0,0.0,4620.0,1340.0,60.333333333333336,1986.6666666666667
NCT00072475,142,52.0,90.0,,,,71.0,21.0
NCT00072514,51,21.0,30.0,,,,58.0,21.0
NCT00072566,70,70.0,0.0,,,,60.0,21.0
NCT00072761,392,170.0,222.0,392.0,0.0,0.0,10.0,22.333333333333332
NCT00073008,262,146.0,116.0,,,,65.13333333333333,22.333333333333332
NCT00073021,536,304.0,232.0,,,,,
NCT00073073,42,42.0,0.0,,,,59.1,21.0
NCT00073307,1806,496.0,1310.0,,,,58.666666666666664,22.333333333333332
NCT00073333,212,110.0,102.0,0.0,210.0,2.0,36.375,33.5
NCT00073528,2572,2572.0,0.0,,,,63.06666666666666,22.333333333333332
NCT00073749,158,64.0,94.0,,,,60.04375,37.0
NCT00073918,111,35.0,76.0,0.0,111.0,0.0,52.3,21.0
NCT00073957,25,11.0,14.0,,,,70.0,21.0
NCT00073983,54,21.0,33.0,3.0,42.0,9.0,43.0,21.0
NCT00074035,38,13.0,25.0,,,,48.0,21.0
NCT00074152,324,324.0,0.0,0.0,262.0,62.0,,
NCT00074165,17,8.0,9.0,0.0,12.0,5.0,55.235,21.0
NCT00074269,5,5.0,0.0,,,,45.0,21.0
NCT00074282,96,20.0,76.0,,,,64.0,21.0
NCT00074308,80,22.0,58.0,0.0,80.0,0.0,,
NCT00074412,3044,,,3044.0,0.0,0.0,,
NCT00074490,328,118.0,210.0,0.0,306.0,22.0,49.821666666666665,47.333333333333336
NCT00074581,7112,3474.0,3638.0,,,,,
NCT00074711,482,482.0,0.0,0.0,22.0,460.0,70.07666666666667,22.333333333333332
NCT00074802,122,36.0,86.0,,,,33.77333333333333,22.333333333333332
NCT00074815,248,132.0,116.0,248.0,0.0,0.0,13.6025,33.5
NCT00074958,16,2.0,14.0,,,,12.1,21.0
NCT00074984,164,20.0,144.0,0.0,160.0,4.0,45.699999999999996,22.333333333333332
NCT00075088,1588,764.0,824.0,,,,70.33333333333333,22.333333333333332
NCT00075218,722,324.0,398.0,0.0,502.0,220.0,,
NCT00075270,1158,1158.0,0.0,,,,51.833333333333336,22.333333333333332
NCT00075335,8,3.0,5.0,0.0,8.0,0.0,,
NCT00075400,23,23.0,0.0,,,,64.5,21.0
NCT00075478,170,54.0,116.0,4.0,146.0,20.0,55.833333333333336,22.333333333333332
NCT00075504,66,34.0,32.0,,,,62.26666666666667,22.333333333333332
NCT00075582,780,286.0,494.0,,,,6.6066666666666665,22.333333333333332
NCT00075608,12,5.0,7.0,0.0,12.0,0.0,54.25,21.0
NCT00075725,6308,2798.0,3510.0,5848.0,460.0,0.0,10.13076923076923,29.153846153846153
NCT00075764,1388,1388.0,0.0,,,,65.0,462.6666666666667
NCT00075803,1200,538.0,662.0,,,,,
NCT00075816,1102,474.0,628.0,,,,,
NCT00075829,1420,582.0,838.0,,,,53.839999999999996,55.0
NCT00075881,42,21.0,21.0,,,,63.0,21.0
NCT00075946,682,372.0,310.0,,,,60.6,55.0
NCT00076011,52,12.0,40.0,,,,58.8,21.0
NCT00076024,348,348.0,0.0,,,,53.45,33.5
NCT00076050,496,496.0,0.0,0.0,496.0,0.0,52.5,22.333333333333332
NCT00076102,36,10.0,26.0,34.0,2.0,0.0,9.81,21.0
NCT00076219,2248,,,0.0,1352.0,896.0,59.666666666666664,22.333333333333332
NCT00076245,122,110.0,12.0,,,,44.96,55.0
NCT00076258,244,200.0,44.0,,,,47.050000000000004,22.333333333333332
NCT00076336,456,120.0,336.0,,,,50.76666666666667,22.333333333333332
NCT00076570,30,12.0,18.0,,,,44.699999999999996,22.333333333333332
NCT00076622,188,148.0,40.0,0.0,0.0,188.0,,
NCT00076687,310,106.0,204.0,,,,56.425,33.5
NCT00076752,9,7.0,2.0,1.0,8.0,0.0,25.85,21.0
NCT00076804,548,316.0,232.0,0.0,540.0,8.0,36.2,22.333333333333332
NCT00076999,230,100.0,130.0,,,,10.78,55.0
NCT00077064,54,28.0,26.0,,,,65.33333333333333,22.333333333333332
NCT00077207,66,29.0,37.0,,,,4.0,21.0
NCT00077376,59,59.0,0.0,,,,52.5,21.0
NCT00077610,1332,552.0,780.0,,,,58.9,33.5
NCT00077623,1142,472.0,670.0,,,,61.125,33.5
NCT00077636,2938,1112.0,1826.0,,,,45.833333333333336,22.333333333333332
NCT00077649,376,74.0,302.0,,,,48.1,55.0
NCT00077675,390,156.0,234.0,0.0,366.0,24.0,43.53333333333333,22.333333333333332
NCT00077766,618,260.0,358.0,,,,62.199999999999996,230.33333333333334
NCT00077857,940,940.0,0.0,,,,50.75,22.333333333333332
NCT00077922,15,5.0,10.0,0.0,9.0,6.0,61.36,21.0
NCT00077974,106,39.0,67.0,,,,,
NCT00078286,938,380.0,558.0,0.0,556.0,382.0,62.13333333333333,22.333333333333332
NCT00078312,328,,,0.0,326.0,2.0,45.2,230.0
NCT00078325,784,232.0,552.0,0.0,780.0,4.0,49.5,33.5
NCT00078338,1528,1078.0,450.0,,,,,
NCT00078377,392,,,,,,38.175,33.5
NCT00078403,510,86.0,424.0,0.0,510.0,0.0,47.925,33.5
NCT00078559,10,3.0,7.0,0.0,10.0,0.0,45.3,21.0
NCT00078715,6,3.0,3.0,0.0,6.0,0.0,43.17,21.0
NCT00078728,80,36.0,44.0,80.0,0.0,0.0,8.94,22.333333333333332
NCT00078754,180,80.0,100.0,0.0,180.0,0.0,,
NCT00078767,44,44.0,0.0,44.0,0.0,0.0,14.0,22.333333333333332
NCT00078806,19,10.0,9.0,,,,9.05,21.0
NCT00078819,422,206.0,216.0,,,,13.5,230.5
NCT00078897,2748,952.0,1796.0,,,,63.36666666666667,22.333333333333332
NCT00078949,1698,664.0,1034.0,,,,54.8,55.0
NCT00079001,1290,0.0,1290.0,,,,66.36666666666666,22.333333333333332
NCT00079040,63,36.0,27.0,,,,65.0,21.0
NCT00079183,44,18.0,26.0,14.0,26.0,4.0,40.55,21.0
NCT00079274,6794,3226.0,3568.0,,,,58.3125,37.0
NCT00079326,78,78.0,0.0,,,,,
NCT00079339,102,62.0,40.0,102.0,0.0,0.0,5.7275,33.5
NCT00079391,50,28.0,22.0,4.0,46.0,0.0,33.0,21.0
NCT00079417,28,13.0,15.0,,,,0.3,21.0
NCT00079677,526,,,,,,50.666666666666664,22.333333333333332
NCT00079781,130,68.0,62.0,,,,31.700000000000003,33.5
NCT00079937,1256,406.0,850.0,,,,8.566666666666666,22.333333333333332
NCT00080119,2702,1406.0,1296.0,,,,,
NCT00080223,83,23.0,60.0,,,,68.5,21.0
NCT00080288,508,,,,,,39.6,230.33333333333334
NCT00080301,1504,1502.0,2.0,,,,52.666666666666664,22.333333333333332
NCT00080470,174,162.0,12.0,,,,,
NCT00080483,70,0.0,70.0,0.0,62.0,8.0,,
NCT00080535,10,3.0,7.0,0.0,6.0,4.0,55.85,21.0
NCT00080899,23,0.0,23.0,,,,69.0,21.0
NCT00080912,1700,696.0,998.0,,,,65.0,566.6666666666666
NCT00080938,21,9.0,12.0,,,,61.0,21.0
NCT00081159,158,0.0,158.0,,,,62.666666666666664,22.333333333333332
NCT00081263,182,182.0,0.0,,,,,
NCT00081289,208,66.0,142.0,,,,56.666666666666664,22.333333333333332
NCT00081328,1398,904.0,494.0,,,,14.0,33.5
NCT00081458,166,92.0,74.0,,,,48.9,33.5
NCT00081497,134,18.0,116.0,,,,45.13333333333333,22.333333333333332
NCT00081653,1438,1438.0,0.0,,,,67.73333333333333,22.333333333333332
NCT00081731,1862,932.0,930.0,0.0,534.0,1328.0,69.14999999999999,22.333333333333332
NCT00081770,6140,2474.0,3666.0,,,,47.525,33.5
NCT00081861,13,6.0,7.0,,,,67.0,21.0
NCT00081939,303,110.0,193.0,0.0,219.0,84.0,,
NCT00082017,20,7.0,13.0,5.0,14.0,1.0,35.29,21.0
NCT00082173,292,112.0,180.0,0.0,286.0,6.0,34.1,22.333333333333332
NCT00082329,9,3.0,6.0,0.0,9.0,0.0,,
NCT00082342,50,18.0,32.0,,,,63.9,22.333333333333332
NCT00082355,30,12.0,18.0,0.0,30.0,0.0,46.7,21.0
NCT00082368,12,4.0,8.0,0.0,11.0,1.0,54.82,21.0
NCT00082381,1098,486.0,612.0,,,,58.88999999999999,22.333333333333332
NCT00082407,1002,514.0,488.0,0.0,716.0,286.0,58.666666666666664,22.333333333333332
NCT00082433,2442,2442.0,0.0,,,,53.0,22.333333333333332
NCT00082628,644,94.0,550.0,,,,44.93333333333334,22.333333333333332
NCT00082641,46,46.0,0.0,,,,,
NCT00082758,78,,,,,,6.140000000000001,36.666666666666664
NCT00082810,33,33.0,0.0,,,,61.0,21.0
NCT00082888,186,84.0,102.0,,,,60.25,33.5
NCT00083122,90,90.0,0.0,,,,59.666666666666664,22.333333333333332
NCT00083174,9120,9120.0,0.0,0.0,5878.0,3242.0,63.1,22.333333333333332
NCT00083226,38,11.0,27.0,,,,57.1,230.0
NCT00083382,83,40.0,43.0,,,,60.0,21.0
NCT00083551,1336,544.0,792.0,,,,,
NCT00083616,185,85.0,100.0,,,,59.6,21.0
NCT00083720,85,26.0,59.0,0.0,42.0,43.0,64.2,21.0
NCT00083759,546,436.0,110.0,,,,52.26666666666667,22.333333333333332
NCT00083889,1500,428.0,1072.0,0.0,950.0,550.0,,
NCT00083915,194,82.0,112.0,0.0,102.0,92.0,65.15666666666667,22.333333333333332
NCT00084084,17,1.0,16.0,,,,11.99,230.0
NCT00084136,3142,1478.0,1664.0,,,,35.0,33.5
NCT00084149,82,2.0,80.0,,,,35.666666666666664,22.333333333333332
NCT00084266,2368,818.0,1550.0,,,,60.5,22.333333333333332
NCT00084318,406,104.0,302.0,,,,56.0,22.333333333333332
NCT00084383,60,23.0,37.0,0.0,33.0,27.0,62.0,21.0
NCT00084409,304,84.0,220.0,0.0,238.0,66.0,58.0,22.333333333333332
NCT00084487,20,10.0,10.0,,,,61.0,21.0
NCT00084552,232,0.0,232.0,,,,61.666666666666664,22.333333333333332
NCT00084617,39,10.0,29.0,,,,57.8,230.0
NCT00084656,152,62.0,90.0,,,,53.15,33.5
NCT00084682,14,3.0,11.0,,,,59.0,21.0
NCT00084747,30,16.0,14.0,0.0,27.0,3.0,,
NCT00084799,20,10.0,10.0,0.0,14.0,6.0,,
NCT00084838,20,11.0,9.0,,,,2.2,21.0
NCT00084864,50,0.0,50.0,,,,54.94,55.0
NCT00084929,2531,1326.0,1205.0,,,,58.0,21.0
NCT00085098,48,10.0,38.0,46.0,2.0,0.0,,
NCT00085202,826,322.0,504.0,,,,8.568333333333333,22.333333333333332
NCT00085254,224,92.0,132.0,,,,55.575,33.5
NCT00085293,12,7.0,5.0,,,,53.0,21.0
NCT00085410,20,9.0,11.0,0.0,13.0,7.0,,
NCT00085423,20,3.0,17.0,0.0,19.0,1.0,52.0,21.0
NCT00085436,18,5.0,13.0,0.0,12.0,6.0,60.8,21.0
NCT00085540,96,26.0,70.0,,,,53.666666666666664,22.333333333333332
NCT00085566,126,22.0,104.0,0.0,68.0,58.0,,
NCT00085631,101,101.0,0.0,,,,50.25,21.0
NCT00085644,630,158.0,472.0,2.0,618.0,10.0,42.43333333333334,22.333333333333332
NCT00085709,1192,566.0,626.0,,,,47.333333333333336,22.333333333333332
NCT00085735,1026,368.0,658.0,986.0,40.0,0.0,7.942857142857143,41.42857142857143
NCT00085839,206,104.0,102.0,,,,68.0,22.333333333333332
NCT00085917,58,16.0,42.0,0.0,58.0,0.0,47.0,22.333333333333332
NCT00085982,11,5.0,6.0,,,,13.12,21.0
NCT00086047,228,210.0,18.0,228.0,0.0,0.0,15.033333333333333,22.333333333333332
NCT00086190,230,84.0,146.0,,,,63.475,33.5
NCT00086281,120,27.0,88.0,,,,50.66,30.866666666666667
NCT00086307,78,54.0,24.0,0.0,78.0,0.0,45.25,33.5
NCT00086346,1214,372.0,842.0,,,,56.833333333333336,22.333333333333332
NCT00086385,804,322.0,482.0,0.0,716.0,88.0,56.668000000000006,55.0
NCT00086411,520,296.0,224.0,,,,43.58,55.0
NCT00086450,3800,1088.0,2712.0,,,,63.13333333333333,22.333333333333332
NCT00086502,706,314.0,392.0,,,,56.23333333333333,22.333333333333332
NCT00086515,1402,602.0,800.0,,,,54.53333333333333,22.333333333333332
NCT00086580,670,236.0,434.0,,,,60.4,22.333333333333332
NCT00086619,160,160.0,0.0,0.0,106.0,54.0,62.699999999999996,22.333333333333332
NCT00086684,738,666.0,72.0,4.0,640.0,94.0,44.3,33.5
NCT00086957,31,31.0,0.0,,,,52.0,21.0
NCT00086996,93,6.0,87.0,,,,62.2,21.0
NCT00087022,1728,580.0,1148.0,,,,58.0,22.333333333333332
NCT00087126,25,25.0,0.0,,,,,
NCT00087139,218,0.0,218.0,,,,69.625,33.5
NCT00087152,27,27.0,0.0,0.0,22.0,5.0,55.3,21.0
NCT00087178,5444,5444.0,0.0,,,,52.0,22.333333333333332
NCT00087438,55,34.0,21.0,,,,72.0,21.0
NCT00087490,2104,864.0,1240.0,,,,49.53333333333333,22.333333333333332
NCT00087516,1482,716.0,766.0,,,,54.2,33.5
NCT00087529,878,442.0,436.0,,,,49.86666666666667,22.333333333333332
NCT00087555,390,368.0,22.0,,,,46.5,33.5
NCT00087568,114,44.0,70.0,,,,48.333333333333336,22.333333333333332
NCT00087594,96,24.0,72.0,,,,47.36666666666667,22.333333333333332
NCT00087607,760,246.0,514.0,,,,47.63333333333333,22.333333333333332
NCT00087633,230,44.0,186.0,,,,52.46666666666667,22.333333333333332
NCT00087646,1884,652.0,1232.0,,,,48.68,55.0
NCT00087672,41,18.0,23.0,0.0,19.0,22.0,66.0,21.0
NCT00087685,35,35.0,0.0,,,,59.0,21.0
NCT00087698,77,21.0,56.0,,,,61.1,21.0
NCT00088153,220,220.0,0.0,220.0,0.0,0.0,16.46666666666667,22.333333333333332
NCT00088166,400,172.0,228.0,0.0,352.0,48.0,52.300000000000004,22.333333333333332
NCT00088205,60,18.0,42.0,,,,66.0,21.0
NCT00088218,190,76.0,114.0,0.0,26.0,164.0,70.66666666666667,22.333333333333332
NCT00088374,9,3.0,6.0,0.0,8.0,1.0,48.32,21.0
NCT00088413,102,86.0,16.0,0.0,84.0,18.0,55.379999999999995,55.0
NCT00088452,902,516.0,386.0,902.0,0.0,0.0,,
NCT00088465,931,310.0,621.0,,,,39.32,21.0
NCT00088530,280,108.0,172.0,,,,57.20000000000001,22.333333333333332
NCT00088595,45,20.0,25.0,,,,61.0,21.0
NCT00088621,59,15.0,44.0,,,,41.3,21.0
NCT00088634,360,84.0,276.0,,,,40.800000000000004,22.333333333333332
NCT00088699,134,82.0,52.0,0.0,132.0,2.0,,
NCT00088829,22,22.0,0.0,0.0,12.0,10.0,,
NCT00088881,53,21.0,32.0,,,,62.0,21.0
NCT00088907,478,98.0,380.0,,,,60.333333333333336,22.333333333333332
NCT00088972,16,16.0,0.0,0.0,16.0,0.0,43.53333333333333,22.333333333333332
NCT00088985,7,7.0,0.0,,,,64.43,21.0
NCT00089011,300,126.0,174.0,0.0,246.0,54.0,,
NCT00089024,29,17.0,12.0,,,,60.0,21.0
NCT00089076,18,6.0,12.0,,,,56.0,21.0
NCT00089102,9,1.0,8.0,0.0,5.0,4.0,,
NCT00089128,16,3.0,13.0,0.0,8.0,8.0,,
NCT00089141,302,140.0,162.0,4.0,278.0,20.0,48.1,22.333333333333332
NCT00089284,60,30.0,30.0,0.0,34.0,26.0,,
NCT00089297,63,14.0,49.0,,,,57.0,21.0
NCT00089414,10,10.0,0.0,0.0,10.0,0.0,35.4,33.5
NCT00089479,5222,5222.0,0.0,,,,50.9,22.333333333333332
NCT00089505,1482,1482.0,0.0,,,,32.8,55.0
NCT00089544,44,18.0,26.0,,,,48.0,22.333333333333332
NCT00089583,218,116.0,102.0,,,,7.2,22.333333333333332
NCT00089609,146,0.0,146.0,0.0,74.0,72.0,64.54666666666667,22.333333333333332
NCT00089635,203,89.0,114.0,,,,62.0,21.0
NCT00089648,61,27.0,34.0,,,,,
