nct_id,overall_count,female,male,<=18years,18-65years,>=65years,mean_age,age_number_analyzed
NCT01982760,28,18.0,10.0,0.0,28.0,0.0,,
NCT01982773,236,74.0,162.0,0.0,202.0,34.0,47.6,22.333333333333332
NCT01982786,114,0.0,114.0,,,,,
NCT01982812,88,48.0,40.0,88.0,0.0,0.0,41.6,22.333333333333332
NCT01982942,510,272.0,238.0,,,,,
NCT01982955,176,104.0,72.0,0.0,112.0,64.0,,
NCT01982968,116,22.0,94.0,,,,69.89999999999999,22.333333333333332
NCT01983020,92,54.0,26.0,0.0,80.0,0.0,54.39,278.0
NCT01983111,268,146.0,122.0,0.0,128.0,140.0,62.99333333333334,22.333333333333332
NCT01983228,1000,248.0,752.0,0.0,672.0,328.0,59.46666666666667,22.333333333333332
NCT01983254,522,288.0,234.0,0.0,430.0,92.0,51.56666666666666,87.0
NCT01983293,484,96.0,388.0,,,,65.0,22.333333333333332
NCT01983462,66,16.0,50.0,0.0,62.0,4.0,36.0,33.5
NCT01983553,6406,3394.0,3012.0,6406.0,0.0,0.0,8.13,22.333333333333332
NCT01983566,32,14.0,18.0,,,,28.660000000000004,55.0
NCT01983683,1182,740.0,442.0,,,,,
NCT01983774,34,10.0,24.0,,,,34.265,8.5
NCT01983787,10,5.0,5.0,0.0,10.0,0.0,,
NCT01983826,42,24.0,18.0,0.0,10.0,32.0,71.33333333333333,22.333333333333332
NCT01983839,18,10.0,8.0,1.0,14.0,3.0,73.0,21.0
NCT01983878,36,15.0,21.0,,,,66.7,21.0
NCT01983930,158,104.0,54.0,,,,67.86666666666666,22.333333333333332
NCT01983969,120,50.0,70.0,2.0,118.0,0.0,40.625,33.5
NCT01984164,352,202.0,150.0,,,,65.93333333333334,22.333333333333332
NCT01984229,46,8.0,38.0,,,,38.199999999999996,230.33333333333334
NCT01984242,610,150.0,460.0,,,,60.3,345.5
NCT01984268,15,9.0,6.0,,,,,
NCT01984294,200,70.0,130.0,,,,57.25,33.5
NCT01984346,306,214.0,92.0,0.0,138.0,168.0,,
NCT01984398,32,0.0,32.0,,,,37.666666666666664,22.333333333333332
NCT01984424,436,212.0,224.0,,,,58.76666666666667,22.333333333333332
NCT01984515,40,3.0,37.0,,,,47.0,21.0
NCT01984684,1700,624.0,1076.0,,,,50.70000000000001,22.333333333333332
NCT01984697,3036,2134.0,902.0,,,,13.350000000000001,47.333333333333336
NCT01984892,8,1.0,7.0,,,,70.0,21.0
NCT01985022,66,22.0,44.0,66.0,0.0,0.0,,
NCT01985126,248,120.0,128.0,0.0,132.0,116.0,63.4,22.333333333333332
NCT01985308,56,10.0,46.0,56.0,0.0,0.0,7.45,22.333333333333332
NCT01985321,344,236.0,108.0,0.0,294.0,50.0,48.36666666666667,22.333333333333332
NCT01985334,8778,2874.0,5904.0,,,,64.51111111111112,34.0
NCT01985360,1554,484.0,1070.0,,,,63.0,22.333333333333332
NCT01985425,200,110.0,90.0,0.0,70.0,130.0,68.58,22.333333333333332
NCT01985542,12,6.0,6.0,0.0,12.0,0.0,37.5,22.333333333333332
NCT01985581,100,16.0,84.0,,,,9.5,22.333333333333332
NCT01985685,112,52.0,60.0,,,,67.66666666666667,22.333333333333332
NCT01985763,13,4.0,9.0,,,,61.0,21.0
NCT01985828,166,0.0,166.0,0.0,50.0,116.0,,
NCT01985867,188,104.0,84.0,,,,38.0,22.333333333333332
NCT01985932,15,0.0,15.0,0.0,5.0,10.0,67.36,21.0
NCT01985958,4,2.0,2.0,0.0,1.0,3.0,69.1,21.0
NCT01985971,2,2.0,0.0,0.0,2.0,0.0,46.5,21.0
NCT01986010,380,194.0,149.0,,,,43.605555555555554,28.88888888888889
NCT01986062,194,76.0,118.0,,,,9.6,22.333333333333332
NCT01986075,290,46.0,244.0,,,,44.05,33.5
NCT01986101,1044,554.0,490.0,,,,42.375,261.0
NCT01986114,495,259.0,236.0,,,,42.6,21.0
NCT01986140,472,472.0,0.0,,,,50.46666666666667,22.333333333333332
NCT01986231,11,8.0,3.0,0.0,11.0,0.0,,
NCT01986348,152,44.0,108.0,,,,52.839999999999996,55.0
NCT01986361,244,142.0,102.0,,,,19.533333333333335,22.333333333333332
NCT01986647,848,698.0,150.0,,,,81.24,55.0
NCT01986686,214,82.0,132.0,,,,54.379999999999995,71.33333333333333
NCT01986712,100,30.0,70.0,0.0,70.0,30.0,,
NCT01986751,28,18.0,10.0,0.0,28.0,0.0,,
NCT01986790,686,406.0,280.0,,,,38.475,345.5
NCT01986829,9,4.0,5.0,,,,56.0,21.0
NCT01986855,934,472.0,462.0,,,,67.25,233.5
NCT01986881,16492,4954.0,11538.0,,,,64.36666666666667,4581.666666666667
NCT01986907,936,582.0,354.0,,,,78.68,21.0
NCT01986920,35,20.0,15.0,0.0,6.0,29.0,69.43,21.0
NCT01986933,458,220.0,238.0,,,,34.18333333333334,47.333333333333336
NCT01986946,28,24.0,4.0,0.0,12.0,16.0,,
NCT01987089,126,10.0,116.0,,,,51.56666666666666,22.333333333333332
NCT01987102,36,6.0,30.0,32.0,4.0,0.0,,
NCT01987219,30,14.0,16.0,4.0,26.0,0.0,,
NCT01987232,64,24.0,40.0,,,,61.01666666666667,47.333333333333336
NCT01987349,144,84.0,54.0,24.0,52.0,68.0,,
NCT01987401,2484,376.0,2108.0,,,,38.25,33.5
NCT01987414,28,6.0,22.0,0.0,26.0,2.0,56.080000000000005,22.333333333333332
NCT01987427,470,400.0,70.0,,,,42.825,33.5
NCT01987453,200,56.0,144.0,,,,57.5,33.5
NCT01987479,150,110.0,40.0,,,,55.85,21.0
NCT01987505,280,150.0,130.0,,,,60.76666666666667,22.333333333333332
NCT01987557,78,10.0,68.0,,,,66.8475,33.5
NCT01987583,160,112.0,48.0,,,,53.0,22.333333333333332
NCT01987596,42,14.0,28.0,,,,13.666666666666666,22.333333333333332
NCT01987609,7,2.0,5.0,0.0,7.0,0.0,53.8,21.0
NCT01987765,745,487.0,258.0,,,,,
NCT01987817,110,38.0,72.0,,,,7.666666666666667,22.333333333333332
NCT01987830,13,9.0,4.0,,,,62.0,13.0
NCT01987895,1240,756.0,484.0,,,,,
NCT01987908,23,13.0,10.0,,,,28.0,21.0
NCT01987960,80,42.0,38.0,,,,45.36666666666667,22.333333333333332
NCT01987986,300,300.0,0.0,,,,36.96,55.0
NCT01988012,100,80.0,20.0,,,,54.3,21.0
NCT01988090,186,186.0,0.0,,,,63.36666666666667,22.333333333333332
NCT01988103,508,104.0,404.0,,,,50.75,33.5
NCT01988129,2378,32.0,2346.0,,,,43.56666666666666,22.333333333333332
NCT01988233,666,562.0,104.0,,,,64.90666666666667,22.333333333333332
NCT01988246,60,32.0,28.0,,,,,
NCT01988337,56,40.0,16.0,13.0,43.0,0.0,30.0,56.0
NCT01988376,516,,,,,,57.97,22.333333333333332
NCT01988402,70,4.0,66.0,,,,57.0,22.333333333333332
NCT01988415,26,14.0,12.0,,,,29.0,21.0
NCT01988493,232,21.0,210.0,0.0,186.0,45.0,,
NCT01988571,558,512.0,46.0,,,,48.96666666666667,22.333333333333332
NCT01988584,40,16.0,24.0,40.0,0.0,0.0,5.243333333333333,22.333333333333332
NCT01988662,410,172.0,238.0,,,,71.03333333333333,22.333333333333332
NCT01988779,50,48.0,2.0,0.0,38.0,12.0,,
NCT01988857,300,151.0,149.0,300.0,0.0,0.0,7.9,21.0
NCT01988922,60,22.0,38.0,0.0,60.0,0.0,29.5,33.5
NCT01989104,240,120.0,120.0,192.0,48.0,0.0,,
NCT01989130,140,86.0,54.0,6.0,134.0,0.0,,
NCT01989156,320,128.0,192.0,,,,37.35,33.5
NCT01989169,60,18.0,42.0,,,,40.96666666666667,22.333333333333332
NCT01989195,6,0.0,6.0,0.0,6.0,0.0,,
NCT01989208,32,4.0,28.0,,,,,
NCT01989221,14,13.0,1.0,0.0,14.0,0.0,,
NCT01989455,128,42.0,86.0,0.0,128.0,0.0,,
NCT01989468,828,454.0,374.0,0.0,734.0,94.0,,
NCT01989546,9,5.0,4.0,0.0,5.0,4.0,61.23,21.0
NCT01989572,1630,,,,,,58.0,41.42857142857143
NCT01989598,25,14.0,11.0,0.0,13.0,12.0,64.0,25.0
NCT01989676,1404,1404.0,0.0,,,,,
NCT01989689,48,26.0,22.0,0.0,48.0,0.0,,
NCT01989754,11624,4328.0,7296.0,,,,63.96666666666667,22.333333333333332
NCT01989793,74,30.0,44.0,0.0,0.0,74.0,,
NCT01989910,210,6.0,204.0,,,,32.0,22.333333333333332
NCT01989975,40,18.0,22.0,,,,29.4,21.0
NCT01990209,142,142.0,0.0,,,,60.699999999999996,22.333333333333332
NCT01990261,33,14.0,19.0,,,,,
NCT01990300,3139,1188.0,1951.0,,,,64.7,3139.0
NCT01990313,15,3.0,12.0,0.0,9.0,6.0,62.97,21.0
NCT01990339,12653,7417.0,5236.0,,,,,
NCT01990352,24,23.0,1.0,,,,,
NCT01990495,56,0.0,56.0,0.0,10.0,46.0,66.26666666666667,22.333333333333332
NCT01990534,60,24.0,36.0,,,,35.4,21.0
NCT01990560,8,3.0,5.0,,,,65.5,21.0
NCT01990573,102,70.0,32.0,,,,14.325,33.5
NCT01990612,12212,12212.0,0.0,,,,23.666666666666668,4070.6666666666665
NCT01990664,384,262.0,122.0,,,,29.53,22.333333333333332
NCT01990677,30,6.0,24.0,0.0,26.0,4.0,55.333333333333336,22.333333333333332
NCT01990703,570,570.0,0.0,0.0,570.0,0.0,28.366666666666664,22.333333333333332
NCT01990742,11660,7486.0,4174.0,,,,86.10000000000001,22.333333333333332
NCT01990768,1932,502.0,1430.0,,,,38.25,483.0
NCT01990794,13,8.0,5.0,,,,33.5,21.0
NCT01990820,50,26.0,24.0,,,,6.75,16.666666666666668
NCT01990859,20,10.0,10.0,,,,62.5,21.0
NCT01990898,26,14.0,12.0,0.0,20.0,6.0,50.0,230.0
NCT01990950,21,6.0,15.0,0.0,5.0,16.0,70.1,21.0
NCT01991067,68,28.0,40.0,,,,30.5,22.666666666666668
NCT01991197,40,8.0,32.0,,,,58.46666666666667,22.333333333333332
NCT01991314,176,90.0,86.0,90.0,80.0,6.0,,
NCT01991457,19,9.0,10.0,0.0,19.0,0.0,54.0,21.0
NCT01991470,186,83.0,103.0,,,,13.2,21.0
NCT01991483,56,18.0,38.0,,,,54.339999999999996,55.0
NCT01991522,66,26.0,40.0,0.0,66.0,0.0,29.066666666666666,22.0
NCT01991548,40,18.0,22.0,16.0,24.0,0.0,31.7,21.0
NCT01991743,478,478.0,0.0,0.0,478.0,0.0,,
NCT01991795,38440,12062.0,26378.0,,,,66.3,22.333333333333332
NCT01991808,16,16.0,0.0,0.0,8.0,8.0,63.5,21.0
NCT01991821,694,602.0,92.0,,,,51.63333333333333,22.333333333333332
NCT01991860,684,448.0,236.0,,,,53.76666666666667,22.333333333333332
NCT01991977,79,33.0,46.0,,,,54.9,21.0
NCT01991990,36,0.0,36.0,,,,32.233333333333334,22.333333333333332
NCT01992016,22,0.0,22.0,0.0,6.0,16.0,,
NCT01992094,5360,3032.0,2328.0,,,,57.25,33.5
NCT01992107,4666,2248.0,2418.0,,,,9.45,345.5
NCT01992159,504,315.0,0.0,,,,67.74,100.8
NCT01992172,14,,,,,,32.3,22.5
NCT01992185,30,14.0,16.0,,,,36.53333333333333,22.333333333333332
NCT01992354,4,0.0,4.0,0.0,4.0,0.0,,
NCT01992380,48,16.0,32.0,,,,69.4,33.5
NCT01992393,88,52.0,36.0,,,,48.449999999999996,22.333333333333332
NCT01992523,164,36.0,128.0,,,,62.333333333333336,22.333333333333332
NCT01992536,380,,,,,,18.490909090909092,34.09090909090909
NCT01992549,48,0.0,48.0,,,,3.47,21.0
NCT01992653,164,78.0,86.0,,,,66.26666666666667,34.0
NCT01992757,49,20.0,29.0,0.0,26.0,23.0,63.1,49.0
NCT01992874,38,20.0,18.0,,,,60.6,21.0
NCT01992913,134,20.0,114.0,,,,48.76666666666667,22.333333333333332
NCT01993017,3000,848.0,2152.0,,,,65.925,750.0
NCT01993030,142,52.0,90.0,,,,37.593333333333334,22.333333333333332
NCT01993108,46,30.0,16.0,0.0,46.0,0.0,23.459999999999997,22.333333333333332
NCT01993186,72,44.0,28.0,,,,14.459999999999999,22.333333333333332
NCT01993238,11,9.0,2.0,,,,35.9,230.0
NCT01993329,40,14.0,26.0,,,,38.357142857142854,41.42857142857143
NCT01993615,160,66.0,94.0,,,,30.133333333333336,22.333333333333332
NCT01993667,180,52.0,128.0,,,,43.86666666666667,22.333333333333332
NCT01993719,66,22.0,44.0,0.0,64.0,2.0,46.300000000000004,47.333333333333336
NCT01993823,348,180.0,168.0,,,,40.8,22.333333333333332
NCT01993836,312,118.0,194.0,,,,69.3,33.5
NCT01993849,46,34.0,12.0,,,,27.03333333333333,22.333333333333332
NCT01993875,328,226.0,102.0,0.0,306.0,22.0,46.1,22.333333333333332
NCT01993888,204,80.0,124.0,0.0,108.0,96.0,62.78333333333333,22.333333333333332
NCT01993927,713,337.0,376.0,,,,62.6,713.0
NCT01993940,1100,666.0,434.0,,,,53.5,22.333333333333332
NCT01994109,368,80.0,288.0,0.0,156.0,212.0,63.77499999999999,33.5
NCT01994226,798,104.0,694.0,,,,59.36666666666667,22.333333333333332
NCT01994291,396,150.0,246.0,,,,62.15,33.5
NCT01994382,526,193.0,332.0,0.0,240.0,286.0,,
NCT01994395,106,34.0,66.0,0.0,72.0,34.0,61.0,33.333333333333336
NCT01994486,20,13.0,7.0,0.0,17.0,3.0,51.0,21.0
NCT01994538,544,0.0,544.0,,,,67.8,22.333333333333332
NCT01994590,4,0.0,4.0,0.0,0.0,4.0,71.25,21.0
NCT01994629,404,188.0,216.0,,,,12.733333333333334,22.333333333333332
NCT01994720,26398,10966.0,15432.0,,,,65.86666666666667,22.333333333333332
NCT01994746,77,45.0,32.0,0.0,77.0,0.0,33.0,21.0
NCT01994785,880,502.0,378.0,,,,53.120000000000005,55.0
NCT01994837,32,16.0,16.0,,,,65.9,21.0
NCT01994850,32,16.0,16.0,0.0,29.0,3.0,,
NCT01994863,23,10.0,13.0,,,,57.2,21.0
NCT01994876,18,10.0,8.0,,,,54.4,21.0
NCT01994889,882,86.0,796.0,,,,74.225,33.5
NCT01994902,127,,,,,,58.8,21.0
NCT01994954,392,148.0,244.0,,,,,
NCT01994980,42,12.0,30.0,0.0,38.0,4.0,,
NCT01994993,514,228.0,286.0,,,,29.566666666666666,47.333333333333336
NCT01995045,114,32.0,82.0,0.0,86.0,28.0,,
NCT01995071,178,46.0,132.0,,,,54.125,53.0
NCT01995123,248,30.0,218.0,0.0,218.0,24.0,48.94,80.66666666666667
NCT01995136,30,18.0,12.0,,,,65.6,21.0
NCT01995201,802,652.0,150.0,,,,53.56666666666666,22.333333333333332
NCT01995266,159,104.0,55.0,,,,53.6,21.0
NCT01995357,22,3.0,19.0,,,,67.0,21.0
NCT01995461,26,14.0,12.0,,,,74.7,21.0
NCT01995487,3838,764.0,3074.0,0.0,2030.0,1808.0,63.4,22.333333333333332
NCT01995513,509,0.0,509.0,,,,72.3,21.0
NCT01995526,11,0.0,11.0,,,,23.8,21.0
NCT01995539,181,70.0,111.0,,,,54.1,21.0
NCT01995552,250,34.0,215.0,0.0,192.0,57.0,56.0,250.0
NCT01995578,32,15.0,17.0,,,,60.0,21.0
NCT01995708,56,8.0,48.0,,,,59.666666666666664,22.333333333333332
NCT01995825,70,28.0,42.0,0.0,68.0,2.0,,
NCT01995838,582,364.0,218.0,,,,48.6875,37.0
NCT01996033,25,11.0,14.0,,,,64.3,25.0
NCT01996241,4550,4550.0,0.0,,,,13.0,1516.6666666666667
NCT01996254,52,12.0,40.0,,,,46.6,17.333333333333332
NCT01996319,388,134.0,254.0,,,,62.76666666666667,22.333333333333332
NCT01996332,1805,520.0,1285.0,,,,63.55,21.0
NCT01996371,30,10.0,20.0,,,,,
NCT01996410,20,,,,,,48.839999999999996,40.6
NCT01996436,182,126.0,56.0,,,,51.14475,33.5
NCT01996449,28,6.0,22.0,,,,51.333333333333336,22.333333333333332
NCT01996592,530,530.0,0.0,0.0,530.0,0.0,,
NCT01996605,40,20.0,20.0,,,,35.75,33.5
NCT01996644,72,70.0,2.0,10.0,62.0,0.0,25.39,22.333333333333332
NCT01996657,1420,622.0,798.0,,,,49.775,33.5
NCT01996709,268,208.0,60.0,,,,32.233333333333334,22.333333333333332
NCT01996748,270,218.0,52.0,0.0,218.0,52.0,52.53333333333333,22.333333333333332
NCT01996813,94,40.0,54.0,,,,53.14666666666667,22.333333333333332
NCT01996826,150,70.0,80.0,0.0,72.0,78.0,64.63333333333334,22.333333333333332
NCT01996839,1028,566.0,462.0,,,,69.825,33.5
NCT01996904,382,248.0,134.0,,,,61.300000000000004,22.333333333333332
NCT01996917,21,21.0,0.0,,,,37.0,21.0
NCT01996943,200,52.0,148.0,0.0,124.0,76.0,60.14333333333334,22.333333333333332
NCT01997125,1,0.0,1.0,0.0,1.0,0.0,,
NCT01997216,40,25.0,15.0,,,,52.1,21.0
NCT01997229,250,164.0,86.0,,,,47.199999999999996,22.333333333333332
NCT01997281,26,18.0,8.0,,,,55.20000000000001,22.333333333333332
NCT01997333,654,654.0,0.0,,,,55.0,22.333333333333332
NCT01997398,35,24.0,11.0,,,,61.1,21.0
NCT01997411,96,32.0,64.0,,,,10.15,47.333333333333336
NCT01997437,6,2.0,4.0,0.0,6.0,0.0,33.0,21.0
NCT01997463,884,320.0,564.0,884.0,0.0,0.0,,
NCT01997515,160,124.0,36.0,0.0,120.0,0.0,,
NCT01997723,75,57.0,18.0,,,,44.0,21.0
NCT01997840,206,94.0,112.0,0.0,100.0,106.0,,
NCT01997892,785,344.0,441.0,,,,68.7,21.0
NCT01997905,11,4.0,7.0,0.0,1.0,10.0,72.0,21.0
NCT01998035,116,,,,,,60.0,230.5
NCT01998243,132,90.0,42.0,,,,42.800000000000004,44.0
NCT01998269,193,116.0,77.0,,,,61.1,21.0
NCT01998360,200,0.0,200.0,0.0,200.0,0.0,,
NCT01998399,50,24.0,26.0,0.0,34.0,16.0,,
NCT01998438,1910,826.0,1084.0,,,,53.125,33.5
NCT01998477,860,368.0,492.0,,,,8.833333333333334,22.333333333333332
NCT01998581,448,434.0,14.0,,,,,
NCT01998633,92,30.0,62.0,,,,,
NCT01998737,1976,1976.0,0.0,0.0,1054.0,922.0,63.93333333333334,22.333333333333332
NCT01998841,504,320.0,184.0,,,,39.0,33.5
NCT01998880,702,254.0,448.0,,,,,
NCT01998893,38,25.0,13.0,,,,55.0,21.0
NCT01998906,652,652.0,0.0,,,,51.025,33.5
NCT01998919,308,92.0,216.0,,,,56.449999999999996,22.333333333333332
NCT01998932,28,10.0,18.0,0.0,6.0,22.0,71.0,28.0
NCT01998958,216,110.0,106.0,,,,44.5875,37.0
NCT01998984,448,160.0,288.0,,,,68.3,55.0
NCT01999075,132,0.0,132.0,,,,11.5,44.0
NCT01999114,656,254.0,402.0,,,,33.38333333333333,47.333333333333336
NCT01999179,27,11.0,16.0,,,,59.0,21.0
NCT01999192,626,526.0,100.0,,,,,
NCT01999218,2652,1368.0,1284.0,,,,58.2,663.0
NCT01999231,48,21.0,21.0,,,,27.095999999999997,278.0
NCT01999322,74,30.0,44.0,,,,42.63333333333333,230.33333333333334
NCT01999335,62,26.0,36.0,,,,60.88333333333333,47.333333333333336
NCT01999400,30,9.0,21.0,,,,32.9,21.0
NCT01999465,34,24.0,10.0,,,,4.0,22.333333333333332
NCT01999517,244,64.0,180.0,,,,76.33333333333333,22.333333333333332
NCT01999530,7,0.0,7.0,0.0,7.0,0.0,,
NCT01999569,10,10.0,0.0,0.0,10.0,0.0,,
NCT01999582,100,44.0,56.0,,,,59.68571428571429,41.42857142857143
NCT01999777,124,78.0,46.0,8.0,116.0,0.0,34.300000000000004,22.333333333333332
NCT01999868,216,70.0,146.0,,,,45.6,33.5
NCT01999894,102,15.0,87.0,,,,9.1,21.0
NCT01999920,48,32.0,16.0,,,,35.13333333333333,22.333333333333332
NCT01999946,388,64.0,324.0,,,,43.45,33.5
NCT01999972,100,32.0,68.0,,,,60.300000000000004,41.42857142857143
NCT01999985,25,17.0,8.0,0.0,11.0,14.0,,
NCT02000115,1700,904.0,796.0,,,,83.825,33.5
NCT02000154,1,0.0,1.0,,,,,
NCT02000180,74,28.0,46.0,,,,28.100000000000005,22.333333333333332
NCT02000219,12,4.0,8.0,,,,29.3,21.0
NCT02000427,45,21.0,24.0,,,,52.8,21.0
NCT02000440,17,8.0,9.0,,,,40.4,21.0
NCT02000531,90,44.0,46.0,0.0,70.0,20.0,57.36666666666667,22.333333333333332
NCT02000583,234,158.0,76.0,0.0,0.0,234.0,71.63333333333334,22.333333333333332
NCT02000596,4,4.0,0.0,0.0,4.0,0.0,,
NCT02000622,604,590.0,14.0,,,,44.333333333333336,22.333333333333332
NCT02000752,152,152.0,0.0,,,,29.923333333333332,22.333333333333332
NCT02000817,58,20.0,38.0,,,,22.4,55.0
NCT02000882,10,10.0,0.0,,,,50.1,21.0
NCT02000908,140,140.0,0.0,0.0,78.0,62.0,,
NCT02000921,272,138.0,134.0,6.0,246.0,20.0,44.0,33.5
NCT02000973,160,70.0,90.0,,,,56.4,55.0
NCT02001051,8,4.0,4.0,0.0,8.0,0.0,45.906666666666666,22.333333333333332
NCT02001064,114,12.0,102.0,,,,49.166666666666664,22.333333333333332
NCT02001181,138,74.0,64.0,,,,31.399999999999995,22.333333333333332
NCT02001194,608,470.0,138.0,,,,40.6,55.0
NCT02001558,130,20.0,110.0,,,,39.99,60.0
NCT02001623,390,280.0,110.0,,,,,
NCT02001688,72,48.0,24.0,,,,55.7,33.5
NCT02001714,926,926.0,0.0,,,,64.33333333333333,22.333333333333332
NCT02001974,60,60.0,0.0,0.0,44.0,16.0,55.6,33.5
NCT02001987,139,103.0,36.0,,,,57.3,21.0
NCT02002091,654,410.0,244.0,,,,53.53333333333333,22.333333333333332
NCT02002182,30,6.0,24.0,,,,62.333333333333336,22.333333333333332
NCT02002208,278,120.0,158.0,,,,31.233333333333334,22.333333333333332
NCT02002221,312,90.0,222.0,,,,59.300000000000004,22.333333333333332
NCT02002533,142,142.0,0.0,,,,52.43333333333334,22.333333333333332
NCT02002598,20,6.0,14.0,,,,65.0,21.0
NCT02002650,5200,2762.0,2438.0,,,,62.333333333333336,22.333333333333332
NCT02002689,10,6.0,4.0,0.0,4.0,6.0,63.2,21.0
NCT02002702,92,24.0,68.0,,,,75.4,33.5
NCT02002767,38,20.0,18.0,,,,68.33333333333333,22.333333333333332
NCT02002819,68,42.0,26.0,0.0,0.0,68.0,,
NCT02002832,768,370.0,398.0,0.0,768.0,0.0,34.699999999999996,22.333333333333332
NCT02002871,21,11.0,10.0,0.0,21.0,0.0,,
NCT02002884,702,262.0,440.0,,,,7.3,33.5
NCT02002936,1,0.0,1.0,,,,,
NCT02002975,17651,7037.0,10614.0,,,,59.9,21.0
NCT02003014,880,334.0,546.0,,,,58.9,21.0
NCT02003053,14,,,,,,51.54,4.666666666666667
NCT02003144,238,220.0,18.0,,,,46.333333333333336,22.333333333333332
NCT02003183,44,0.0,44.0,,,,49.333333333333336,22.333333333333332
NCT02003209,630,630.0,0.0,,,,50.0,22.333333333333332
NCT02003222,976,474.0,502.0,,,,51.333333333333336,47.333333333333336
NCT02003352,98,0.0,98.0,0.0,98.0,0.0,39.0,21.0
NCT02003365,100,68.0,32.0,,,,62.0125,33.5
NCT02003391,302,212.0,90.0,,,,63.29999999999999,22.333333333333332
NCT02003404,17,5.0,12.0,0.0,17.0,0.0,,
NCT02003508,690,0.0,690.0,,,,18.400000000000002,230.0
NCT02003534,376,161.0,215.0,,,,49.8,21.0
NCT02003573,26,12.0,14.0,,,,72.375,33.5
NCT02003625,60,26.0,34.0,,,,60.0,22.333333333333332
NCT02003638,16,0.0,16.0,,,,64.33333333333333,22.333333333333332
NCT02003898,372,201.0,171.0,,,,45.5,21.0
NCT02003911,318,110.0,208.0,,,,7.3,22.333333333333332
NCT02003924,2802,0.0,2802.0,,,,73.39999999999999,22.333333333333332
NCT02003963,82,82.0,0.0,,,,15.700000000000001,27.333333333333332
NCT02004028,70,16.0,54.0,,,,71.34,55.0
NCT02004041,138,80.0,58.0,,,,38.4,22.333333333333332
NCT02004093,298,298.0,0.0,,,,56.699999999999996,22.333333333333332
NCT02004132,12,0.0,12.0,,,,38.3,21.0
NCT02004158,23,11.0,12.0,,,,60.4,21.0
NCT02004236,418,0.0,418.0,418.0,0.0,0.0,7.2,33.5
NCT02004262,470,232.0,238.0,,,,64.11428571428571,41.42857142857143
NCT02004275,236,104.0,132.0,,,,65.57142857142857,41.42857142857143
NCT02004288,62,62.0,0.0,62.0,0.0,0.0,15.083333333333334,20.666666666666668
NCT02004353,1506,789.0,717.0,,,,,
NCT02004366,948,234.0,240.0,,,,56.728571428571435,41.857142857142854
NCT02004522,638,256.0,382.0,0.0,204.0,434.0,,
NCT02004613,1588,486.0,1094.0,,,,62.666666666666664,526.6666666666666
NCT02004691,72,44.0,28.0,,,,34.81333333333333,22.333333333333332
NCT02004704,50,24.0,26.0,,,,17.366666666666667,230.33333333333334
NCT02004847,94,34.0,60.0,0.0,90.0,4.0,47.80666666666667,230.33333333333334
NCT02004873,744,,,,,,75.7,21.0
NCT02004886,148,72.0,76.0,,,,54.120000000000005,55.0
NCT02004977,1808,982.0,826.0,1808.0,0.0,0.0,15.166666666666666,22.333333333333332
NCT02004990,12,3.0,9.0,12.0,0.0,0.0,,
NCT02005016,46,5.0,41.0,0.0,22.0,22.0,61.56,46.0
NCT02005029,20,4.0,16.0,,,,64.3,22.333333333333332
NCT02005172,33,14.0,19.0,,,,,
NCT02005211,80,24.0,56.0,,,,43.15555555555555,33.55555555555556
NCT02005250,146,146.0,0.0,,,,52.376666666666665,48.666666666666664
NCT02005276,418,322.0,96.0,,,,41.18,55.0
NCT02005354,140,64.0,76.0,,,,68.66666666666667,230.33333333333334
NCT02005393,20,12.0,8.0,0.0,20.0,0.0,,
NCT02005445,8,0.0,8.0,0.0,2.0,6.0,,
NCT02005471,778,204.0,574.0,,,,64.13333333333334,22.333333333333332
NCT02005484,6,1.0,5.0,,,,62.49,21.0
NCT02005510,39468,39468.0,0.0,0.0,39468.0,0.0,,
NCT02005536,60,25.0,35.0,60.0,0.0,0.0,4.0,21.0
NCT02005549,18,18.0,0.0,,,,48.0,21.0
NCT02005562,494,166.0,328.0,,,,48.46666666666667,22.333333333333332
NCT02005601,212,108.0,104.0,,,,64.66666666666667,22.333333333333332
NCT02005627,92,30.0,62.0,,,,34.199999999999996,30.666666666666668
NCT02005692,63,35.0,28.0,0.0,30.0,33.0,63.0,21.0
NCT02005887,102,102.0,0.0,,,,44.333333333333336,34.0
NCT02006056,60,22.0,38.0,,,,70.89999999999999,22.333333333333332
NCT02006069,1652,336.0,1316.0,,,,68.23333333333333,550.6666666666666
NCT02006108,21,9.0,12.0,14.0,7.0,0.0,17.8,21.0
NCT02006121,210,78.0,132.0,0.0,108.0,102.0,63.29,22.333333333333332
NCT02006147,26,16.0,10.0,,,,64.03333333333333,156.33333333333334
NCT02006160,122,96.0,26.0,0.0,122.0,0.0,49.96666666666667,22.333333333333332
NCT02006251,42,22.0,20.0,,,,60.13333333333333,14.0
NCT02006264,60,60.0,0.0,0.0,60.0,0.0,29.28333333333333,22.333333333333332
NCT02006342,80,32.0,48.0,,,,40.333333333333336,22.333333333333332
NCT02006407,5,2.0,3.0,,,,14.0,230.0
NCT02006420,90,66.0,24.0,,,,48.20000000000001,22.333333333333332
NCT02006472,816,406.0,410.0,,,,50.4,47.333333333333336
NCT02006576,236,110.0,124.0,0.0,150.0,86.0,61.849999999999994,59.0
NCT02006628,176,74.0,102.0,,,,40.833333333333336,22.333333333333332
